No,Name,Pos,Status,Height,Inches,Random,Weight,Birthdate,Exp,College,Team
21,"Cooper, Marcus",DB,ACT,"6'2""",74,0.14463417,197,2/1/1990,7,Rutgers,DET
43,"Langley, Isaiah",DB,ACT,"5'11""",71,0.144606573,180,10/13/1996,0,USC,OAK
50,"Holmes, Tyrone",LB,ACT,"6'2""",74,0.144015039,248,9/10/1993,2,Montana,MIA
67,"Huggins, Albert",DT,ACT,"6'3""",75,0.143818487,305,6/27/1997,0,Clemson,HOU
26,"Jackson, Donte",CB,ACT,"5'10""",70,0.142690614,180,11/8/1995,2,LSU,CAR
6,"Etta-Tawo, Amba",WR,ACT,"6'1""",73,0.142655649,194,11/10/1993,1,Syracuse,NYG
53,"Harris, Damien",RB,ACT,"5'11""",71,0.142413528,213,2/11/1997,0,Alabama,NE
41,"Evans, Marwin",DB,ACT,"5'11""",71,0.142155776,211,4/10/1993,3,Utah State,SEA
84,"Wilson, Caleb",TE,ACT,"6'4""",76,0.141943154,240,7/15/1996,0,UCLA,ARI
64,"Toth, Jon",C,ACT,"6'5""",77,0.141670126,310,2/11/1994,1,Kentucky,NYJ
90,"Bower, Tashawn",DE,ACT,"6'5""",77,0.141451839,250,2/18/1995,3,LSU,MIN
69,"Braden, Ben",OG,ACT,"6'6""",78,0.141417041,329,3/9/1994,2,Michigan,NYJ
69,"Poehls, William",OT,ACT,"6'8""",80,0.14131461,344,11/27/1991,2,Montana,TB
29,"Joyner, Lamarcus",FS,ACT,"5'8""",68,0.140674637,185,11/27/1990,6,Florida State,OAK
9,"Blough, David",QB,ACT,"6'0""",72,0.14047971,200,7/31/1995,0,Purdue,CLE
82,"Braunecker, Ben",TE,ACT,"6'4""",76,0.139821026,252,2/7/1994,4,Harvard,CHI
8,"Carlson, Daniel",K,ACT,"6'5""",77,0.139794794,215,1/23/1995,2,Auburn,OAK
53,"Bostic, Jon",ILB,ACT,"6'1""",73,0.139189789,245,5/5/1991,7,Florida,WAS
19,"Arcega-Whiteside, J.J.",WR,ACT,"6'2""",74,0.138858658,225,12/31/1996,0,Stanford,PHI
33,"Thompson, Tedric",FS,ACT,"6'0""",72,0.138426192,204,1/20/1995,3,Colorado,SEA
61,"Bailey, Zack",OG,ACT,"6'5""",77,0.138244764,299,11/8/1995,0,South Carolina,TB
16,"Levrone, Andre",WR,ACT,"6'2""",74,0.137824442,220,3/9/1995,1,Virginia,CAR
87,"Williams, Maxx",TE,ACT,"6'4""",76,0.137205686,252,4/12/1994,5,Minnesota,ARI
53,"Ejiofor, Duke",LB,RES,"6'3""",75,0.136615244,275,4/24/1995,2,Wake Forest,HOU
25,"Ballentine, Corey",DB,ACT,"6'0""",72,0.135686493,191,4/13/1996,0,Washburn,NYG
82,"Belcher, Drew",TE,ACT,"6'3""",75,0.13442931,250,4/18/1996,0,Maine,ARI
56,"Chickillo, Anthony",LB,ACT,"6'3""",75,0.134211466,255,12/10/1992,5,Miami (Fla.),PIT
98,"Blair, Ronald",DE,ACT,"6'4""",76,0.134136671,270,1/21/1993,4,Appalachian State,SF
59,"Phillips, Carroll",DE,ACT,"6'3""",75,0.133163076,242,9/2/1992,2,Illinois,IND
44,"Sam, Christian",LB,ACT,"6'2""",74,0.132578801,240,6/7/1996,2,Arizona State,NE
91,"Robinson, A'Shawn",DT,ACT,"6'4""",76,0.131829581,322,3/21/1995,4,Alabama,DET
76,"Henderson, Seantrel",OT,ACT,"6'7""",79,0.130365565,351,1/21/1992,6,Miami (Fla.),HOU
28,"Showers, Jameill",DB,ACT,"6'2""",74,0.130156105,223,9/6/1991,2,Texas-El Paso,DAL
31,"Johnson, Isaiah",CB,ACT,"6'2""",74,0.130103325,210,12/20/1995,0,Houston,OAK
6,"Hodges, Devlin",QB,ACT,"6'1""",73,0.128987108,210,4/12/1996,0,Samford,PIT
82,"Williams, Duke",WR,ACT,"6'3""",75,0.128559387,225,5/13/1993,1,Auburn,BUF
46,"Teuhema, Sione",LB,ACT,"6'4""",76,0.128116284,250,9/28/1995,0,Southeastern Louisiana,CAR
63,"Beck, Andrew",TE,ACT,"6'3""",75,0.127587587,255,5/15/1996,0,Texas,NE
16,"McEvoy, Tanner",WR,ACT,"6'6""",78,0.127145276,230,1/26/1993,3,Wisconsin,TEN
24,"Abram, Johnathan",DB,ACT,"6'0""",72,0.127079584,205,10/25/1996,0,Mississippi State,OAK
29,"McRae, Tony",CB,ACT,"5'10""",70,0.126737188,185,5/3/1993,3,North Carolina A&T,CIN
75,"Parker, Brandon",OT,ACT,"6'8""",80,0.126269983,320,10/21/1995,2,North Carolina A&T,OAK
32,"Ellington, Andre",RB,ACT,"5'9""",69,0.125769051,200,2/3/1989,6,Clemson,TB
4,"Hauschka, Stephen",K,ACT,"6'4""",76,0.124759453,210,6/29/1985,12,North Carolina State,BUF
10,"Huber, Kevin",P,ACT,"6'1""",73,0.124673125,210,7/16/1985,11,Cincinnati,CIN
99,"Brantley, Caleb",DT,ACT,"6'2""",74,0.124185906,305,9/2/1994,3,Florida,WAS
49,"Hills, Wes",RB,ACT,"6'0""",72,0.123932583,218,6/5/1995,0,Slippery Rock,ARI
42,"Hill, Lano",DB,ACT,"6'1""",73,0.122863447,216,11/26/1995,3,Michigan,SEA
58,"Davis, Thomas",OLB,ACT,"6'1""",73,0.122806484,235,3/22/1983,15,Georgia,LAC
28,"Jacobs, Josh",RB,ACT,"5'10""",70,0.122201517,219,2/11/1998,0,Alabama,OAK
72,"Smith, Braden",OG,ACT,"6'6""",78,0.12187711,315,3/25/1996,2,Auburn,IND
5,"Flacco, Joe",QB,ACT,"6'6""",78,0.121574064,245,1/16/1985,12,Delaware,DEN
74,"Keely, Stacy",DE,ACT,"6'6""",78,0.121293348,220,5/15/1995,0,Alabama-Birmingham,MIN
66,"DeCastro, David",OG,ACT,"6'5""",77,0.120988288,316,1/11/1990,8,Stanford,PIT
85,"Griffin, Ryan",TE,ACT,"6'6""",78,0.120749436,255,1/11/1990,7,Connecticut,NYJ
1,"Duhart, Jonathan",WR,ACT,"6'3""",75,0.120125087,210,6/26/1996,0,Old Dominion,DET
8,"Pinion, Bradley",P,ACT,"6'5""",77,0.119524635,229,6/1/1994,5,Clemson,TB
11,"Ross, John",WR,ACT,"5'11""",71,0.119394258,194,11/27/1995,3,Washington,CIN
71,"Shelton, Danny",DT,ACT,"6'2""",74,0.11923756,345,8/20/1993,5,Washington,NE
8,"Berryman, Ian",P,ACT,"6'0""",72,0.118388371,200,6/1/1996,0,Western Carolina,PIT
95,"Dwight, Johnny",DT,ACT,"6'3""",75,0.118077063,301,3/22/1995,0,Alabama,HOU
4,"Edwards, Lac",P,ACT,"6'4""",76,0.117658386,209,4/27/1992,4,Sam Houston State,NYJ
7,"Dolegala, Jake",QB,ACT,"6'7""",79,0.116238485,242,10/7/1996,0,Central Connecticut State,CIN
97,"Muhammad, Al-Quadin",DT,ACT,"6'4""",76,0.11605695,250,3/28/1995,3,Miami (Fla.),IND
15,"Williams, Nick",WR,ACT,"5'10""",70,0.115630391,184,11/23/1990,6,Connecticut,DEN
13,"James, Richie",WR,ACT,"5'9""",69,0.11535531,185,9/5/1995,2,Middle Tennessee State,SF
44,"Franklin, Zaire",OLB,ACT,"6'0""",72,0.11497876,235,7/2/1996,2,Syracuse,IND
43,"Johnson, Chris",SAF,ACT,"6'3""",75,0.114871221,200,11/12/1995,0,North Alabama,HOU
98,"Phillips, Kyle",DE,ACT,"6'4""",76,0.11467506,277,5/5/1997,0,Tennessee,NYJ
78,"Coleman, Shon",OT,ACT,"6'5""",77,0.114164547,310,11/25/1991,4,Auburn,SF
86,"Seals-Jones, Ricky",TE,ACT,"6'5""",77,0.113390806,243,3/15/1995,3,Texas A&M,ARI
6,"Wile, Matt",P,ACT,"6'2""",74,0.113236716,225,6/20/1992,2,Michigan,MIN
98,"Nelson, Anthony",DE,ACT,"6'7""",79,0.11278909,271,3/4/1997,0,Iowa,TB
39,"Johnson, Trey",CB,ACT,"5'11""",71,0.112666427,170,9/27/1994,2,Villanova,DEN
48,"Carter, Kyle",TE,ACT,"6'3""",75,0.112653353,245,12/17/1992,1,Penn State,BUF
38,"Ford, Mike",DB,ACT,"6'0""",72,0.111837574,194,8/4/1995,2,Southeast Missouri State,DET
61,"Wisniewski, Stefen",OG,ACT,"6'3""",75,0.111554568,305,3/22/1989,9,Penn State,PHI
72,"Leno, Charles, Jr.",OT,ACT,"6'3""",75,0.111382259,306,10/9/1991,6,Boise State,CHI
91,"Wake, Cameron",LB,ACT,"6'3""",75,0.11134174,263,1/30/1982,11,Penn State,TEN
75,"Bitonio, Joel",OG,ACT,"6'4""",76,0.110981009,320,10/11/1991,6,Nevada,CLE
,"McGloster, Jamar",OT,ACT,"6'6""",78,0.11057229,319,6/4/1995,1,Syracuse,LAC
60,"Hunter, Ryan",OT,ACT,"6'3""",75,0.110423773,316,4/1/1995,1,Bowling Green State,KC
7,"Foles, Nick",QB,ACT,"6'6""",78,0.110258784,243,1/20/1989,8,Arizona,JAX
41,"Randle, Rodney",DB,ACT,"5'9""",69,0.109741401,184,2/27/1997,0,Lamar,LAC
26,"Brown, Jordan",DB,ACT,"6'0""",72,0.108810826,201,3/26/1996,0,South Dakota State,CIN
22,"Nelson, Steven",CB,ACT,"5'11""",71,0.10878056,194,1/22/1993,5,Oregon State,PIT
93,"Gilbert, Reggie",LB,ACT,"6'3""",75,0.108719574,261,4/1/1993,2,Arizona,GB
81,"Shepard, Russell",WR,ACT,"6'0""",72,0.108654411,195,9/17/1990,7,LSU,NYG
75,"Greene, Brandon",OT,ACT,"6'5""",77,0.108266579,295,3/1/1994,1,Alabama,CAR
20,"Ramsey, Jalen",CB,ACT,"6'1""",73,0.107923622,208,10/24/1994,4,Florida State,JAX
67,"Christmas, Demarcus",DT,ACT,"6'3""",75,0.107343257,302,7/4/1995,0,Florida State,SEA
96,"Day, Sheldon",DT,ACT,"6'1""",73,0.106478258,285,7/1/1994,4,Notre Dame,SF
52,"Ellerbee, Emmanuel",LB,RES,"6'0""",72,0.106390773,230,11/20/1996,2,Rice,SEA
94,"Tomlinson, Dalvin",DE,ACT,"6'3""",75,0.106146645,318,2/28/1994,3,Alabama,NYG
63,"Campos, Jake",OT,ACT,"6'7""",79,0.105860608,320,10/18/1994,1,Iowa State,DAL
93,"Hand, Da'Shawn",DE,ACT,"6'3""",75,0.10567591,297,11/14/1995,2,Alabama,DET
2,"Maher, Brett",K,ACT,"6'0""",72,0.105561008,190,11/21/1989,2,Nebraska,DAL
28,"Gaines, Phillip",CB,ACT,"6'0""",72,0.105550085,193,4/4/1991,6,Rice,CLE
36,"Sims, LeShaun",CB,ACT,"6'0""",72,0.105547413,203,9/18/1993,4,Southern Utah,TEN
60,"Andrews, David",C,ACT,"6'3""",75,0.105358135,300,7/10/1992,5,Georgia,NE
23,"Witherspoon, Ahkello",CB,ACT,"6'3""",75,0.1052286,195,3/21/1995,3,Colorado,SF
34,"Flowers, Quinton",RB,ACT,"5'10""",70,0.105147479,211,12/2/1994,1,South Florida,CIN
77,"Rankin, Martinas",OT,ACT,"6'5""",77,0.104178492,311,10/20/1994,2,Mississippi State,HOU
95,"Ostman, Joe",DE,ACT,"6'3""",75,0.103126268,259,7/12/1995,1,Central Michigan,PHI
,"Benwikere, Bene'",CB,ACT,"6'0""",72,0.102551342,195,9/3/1991,6,San Jose State,MIN
38,"Harris, Deion",DB,ACT,"6'3""",75,0.102181452,205,12/18/1995,0,North Dakota,WAS
82,"Dwelley, Ross",TE,ACT,"6'5""",77,0.101314197,235,1/26/1995,2,San Diego,SF
88,"Wells, David",TE,ACT,"6'6""",78,0.101058163,260,5/2/1995,1,San Diego State,KC
4,"Berry, Jordan",P,ACT,"6'5""",77,0.100552494,195,3/18/1991,5,Eastern Kentucky,PIT
15,"Sims, Steven",WR,ACT,"5'10""",70,0.100253577,190,3/31/1997,0,Kansas,WAS
44,"Summers, Ty",LB,ACT,"6'1""",73,0.099676039,241,12/31/1995,0,Texas Christian,GB
35,"Whitehead, Jermaine",DB,ACT,"5'11""",71,0.099494781,195,3/12/1993,3,Auburn,CLE
88,"Hudson, Tanner",TE,ACT,"6'5""",77,0.099421195,239,11/12/1994,1,Southern Arkansas,TB
67,"Cotton, Lester",OG,ACT,"6'4""",76,0.099251059,335,2/20/1996,0,Alabama,OAK
65,"Mancz, Greg",OG,ACT,"6'4""",76,0.098799091,302,4/23/1992,5,Toledo,HOU
77,"Lamp, Forrest",OG,ACT,"6'4""",76,0.098381361,310,2/20/1994,3,Western Kentucky,LAC
55,"Avery, Genard",OLB,ACT,"6'0""",72,0.098163186,250,4/26/1995,2,Memphis,CLE
5,"Stanton, Drew",QB,ACT,"6'3""",75,0.098024575,226,5/7/1984,12,Michigan State,CLE
59,"Woodyard, Wesley",ILB,ACT,"6'0""",72,0.097930369,233,7/21/1986,12,Kentucky,TEN
79,"Schult, Karter",DE,ACT,"6'3""",75,0.097807502,265,12/21/1993,1,Northern Iowa,MIN
15,"Wilson, Albert",WR,ACT,"5'9""",69,0.097428819,195,7/12/1992,6,Georgia State,MIA
46,"Brewer, Aaron",LS,ACT,"6'5""",77,0.097425089,232,7/5/1990,8,San Diego State,ARI
66,"Gant, Malik",DB,ACT,"6'2""",74,0.096421229,203,5/29/1997,0,Marshall,NE
83,"Waller, Darren",TE,ACT,"6'6""",78,0.096038594,255,9/13/1992,3,Georgia Tech,OAK
52,"Winovich, Chase",DE,ACT,"6'3""",75,0.095914734,250,4/19/1995,0,Michigan,NE
89,"Adams, Jerell",TE,ACT,"6'5""",77,0.095370784,254,12/31/1992,3,South Carolina,HOU
66,"Monteiro, Aaron",OT,ACT,"6'6""",78,0.095278895,315,3/25/1997,0,Boston College,MIA
16,"Bane, Shawn",WR,ACT,"5'11""",71,0.095161901,170,6/9/1995,0,Northwest Missouri State,ATL
27,"Colbert, Adrian",FS,ACT,"6'2""",74,0.094942287,210,10/6/1993,3,Miami (Fla.),SF
70,"Zeitler, Kevin",OG,ACT,"6'4""",76,0.094909634,330,3/8/1990,8,Wisconsin,NYG
19,"Coleman, Corey",WR,RES,"5'11""",71,0.094841346,185,7/6/1994,4,Baylor,NYG
70,"Murphy, Pace",OT,ACT,"6'6""",78,0.094791746,308,3/2/1994,2,Northwestern State-Louisiana,KC
82,"Williams, Preston",WR,ACT,"6'5""",77,0.094624232,218,3/27/1997,0,Colorado State,MIA
48,"Tauaefa, Josiah",LB,ACT,"6'1""",73,0.094177092,235,3/5/1997,0,Texas-San Antonio,NYG
95,"Sieler, Zach",DE,ACT,"6'6""",78,0.09417478,301,9/7/1995,2,Ferris State,BAL
84,"Vander Laan, Jason",TE,ACT,"6'3""",75,0.094150393,245,9/22/1992,2,Ferris State,CAR
50,"Vea, Vita",DT,ACT,"6'4""",76,0.094104706,347,2/5/1995,2,Washington,TB
70,"Cooper, Jonathan",OG,ACT,"6'2""",74,0.092555273,308,1/19/1990,7,North Carolina,OAK
33,"Adams, Josh",RB,ACT,"6'2""",74,0.092480995,225,10/29/1996,2,Notre Dame,PHI
21,"Peppers, Jabrill",FS,ACT,"5'11""",71,0.092292424,215,10/4/1995,3,Michigan,NYG
99,"Judon, Matt",OLB,ACT,"6'3""",75,0.091769098,261,8/15/1992,4,Grand Valley State,BAL
83,"O'Leary, Nick",TE,ACT,"6'3""",75,0.091500791,252,8/31/1992,4,Florida State,MIA
64,"Stallings, Bunchy",OG,ACT,"6'2""",74,0.090945074,324,9/27/1995,0,Kentucky,JAX
80,"Anderson, Stephen",TE,ACT,"6'3""",75,0.090390945,230,1/30/1993,3,California,NE
57,"Roberts, Greg",LB,ACT,"6'5""",77,0.090291719,258,3/21/1996,0,Baylor,GB
48,"Brinkley, Beau",LS,ACT,"6'4""",76,0.089948042,260,1/25/1990,8,Missouri,TEN
42,"Owens, Jonathan",DB,ACT,"5'11""",71,0.089527349,210,7/22/1995,2,Missouri Western State,ARI
35,"Aikens, Walt",DB,ACT,"6'1""",73,0.089323339,200,6/19/1991,6,Liberty,MIA
69,"Coward, Rashaad",OT,ACT,"6'6""",78,0.089202633,320,11/6/1994,2,Old Dominion,CHI
68,"Daniels, James",OG,ACT,"6'4""",76,0.089085027,295,9/13/1997,2,Iowa,CHI
23,"Bademosi, Johnson",DB,ACT,"6'0""",72,0.088882567,219,7/23/1990,8,Stanford,HOU
70,"Turner, Trai",OG,ACT,"6'3""",75,0.0888311,315,6/14/1993,6,LSU,CAR
48,"Jackson, Devontae",RB,ACT,"5'7""",67,0.088783303,170,4/27/1996,0,West Georgia,DEN
74,"Sayles, Casey",DT,ACT,"6'3""",75,0.08874185,289,9/4/1995,1,Ohio U.,PIT
22,"Martin, Doug",RB,ACT,"5'9""",69,0.088528386,210,1/13/1989,8,Boise State,OAK
53,"Schobert, Joe",MLB,ACT,"6'1""",73,0.08852413,245,11/6/1993,4,Wisconsin,CLE
75,"Parry, David",DT,ACT,"6'2""",74,0.087852724,315,3/7/1992,4,Stanford,NE
68,"McDermott, Conor",OT,ACT,"6'8""",80,0.087785876,305,10/19/1992,3,UCLA,BUF
66,"Wright, Willie",C,ACT,"6'3""",75,0.086905037,300,2/25/1996,0,Tulsa,CLE
98,"Purcell, Mike",NT,ACT,"6'3""",75,0.086841178,328,4/20/1991,4,Wyoming,DEN
48,"Blasingame, Khari",RB,ACT,"6'0""",72,0.086697986,233,7/1/1996,0,Vanderbilt,MIN
,"Gore, Derrick",RB,ACT,"5'10""",70,0.086651113,212,//,0,Louisiana-Monroe,LAC
11,"Jennings, Gary",WR,ACT,"6'1""",73,0.086463863,216,3/7/1997,0,West Virginia,SEA
87,"Cook, Jared",TE,ACT,"6'5""",77,0.086423262,254,4/7/1987,11,South Carolina,NO
7,"Fitzgerald, Nick",QB,ACT,"6'5""",77,0.086113579,226,1/14/1996,0,Mississippi State,TB
34,"Haley, Grant",DB,ACT,"5'9""",69,0.085749187,191,1/6/1996,2,Penn State,NYG
24,"Bradberry, James",CB,ACT,"6'1""",73,0.085619337,212,8/4/1993,4,Samford,CAR
77,"Ogbuehi, Cedric",OT,ACT,"6'5""",77,0.084997307,308,4/25/1992,5,Texas A&M,JAX
62,"Bee, Ryan",LB,ACT,"6'7""",79,0.084997126,280,11/12/1995,0,Marshall,WAS
33,"McGowan, Taj",RB,RES,"6'1""",73,0.084911726,210,12/30/1996,0,Central Florida,JAX
58,"Kirksey, Christian",OLB,ACT,"6'2""",74,0.083717089,235,8/31/1992,6,Iowa,CLE
89,"McDonald, Vance",TE,ACT,"6'4""",76,0.083628618,267,6/13/1990,7,Rice,PIT
82,"Allen, Floyd",WR,ACT,"5'10""",70,0.083486809,199,7/16/1996,0,Mississippi,HOU
13,"Evans, Mike",WR,ACT,"6'5""",77,0.082869869,231,8/21/1993,6,Texas A&M,TB
18,"Gabriel, Taylor",WR,ACT,"5'8""",68,0.082499614,165,2/17/1991,6,Abilene Christian,CHI
54,"Vernon, Olivier",DE,ACT,"6'2""",74,0.082158853,262,10/7/1990,8,Miami (Fla.),CLE
85,"Kennedy, Tom",WR,ACT,"5'11""",71,0.081422928,190,7/29/1996,0,Bryant University,DET
36,"Cox, Jeremy",RB,ACT,"6'0""",72,0.081227472,226,8/16/1996,0,Old Dominion,LAC
80,"Burton, Trey",TE,ACT,"6'3""",75,0.081171458,235,10/29/1991,6,Florida,CHI
72,"Vaitai, Halapoulivaati",OT,ACT,"6'6""",78,0.081093186,320,6/16/1993,4,Texas Christian,PHI
58,"Calitro, Austin",OLB,ACT,"6'0""",72,0.080552403,240,1/10/1994,2,Villanova,SEA
84,"Brate, Cameron",TE,ACT,"6'5""",77,0.080126164,245,7/3/1991,5,Harvard,TB
,"Riddick, Theo",RB,ACT,"5'9""",69,0.079567473,201,5/4/1991,7,Notre Dame,DEN
53,"Shipley, A.Q.",C,ACT,"6'1""",73,0.079412081,307,5/22/1986,8,Penn State,ARI
55,"Carter, Bruce",LB,ACT,"6'2""",74,0.078985129,240,2/19/1988,9,North Carolina,ATL
9,"Hogan, Kevin",QB,ACT,"6'3""",75,0.078636021,218,10/20/1992,4,Stanford,DEN
31,"Amos, Adrian",SS,ACT,"6'0""",72,0.078294129,214,4/29/1993,5,Penn State,GB
55,"Akins, Curtis",LB,ACT,"6'1""",73,0.077850497,235,9/28/1995,0,Memphis,CIN
35,"Pickett, Adarius",DB,ACT,"5'11""",71,0.077805529,198,9/5/1996,0,UCLA,LAC
61,"Redmond, Adam",C,ACT,"6'6""",78,0.077622594,310,5/19/1993,2,Harvard,DAL
5,"Webb, Joe",QB,ACT,"6'4""",76,0.077517056,231,11/14/1986,10,Alabama-Birmingham,HOU
71,"Howard, Tytus",OT,ACT,"6'5""",77,0.077505327,322,5/23/1996,0,Alabama State,HOU
96,"Ferrell, Clelin",DE,ACT,"6'4""",76,0.077358787,265,5/17/1997,0,Clemson,OAK
73,"Jones, Jamarco",OT,ACT,"6'4""",76,0.077248253,293,6/4/1996,2,Ohio State,SEA
88,"Herdman, Cole",TE,ACT,"6'4""",76,0.076985433,238,6/27/1995,0,Purdue,BAL
30,"Wiley, LaDarius",DB,ACT,"6'1""",73,0.076419036,210,6/3/1996,0,Vanderbilt,TEN
26,"Murphy-Bunting, Sean",DB,ACT,"6'0""",72,0.075611847,195,6/19/1997,0,Central Michigan,TB
38,"Bolden, Brandon",RB,ACT,"5'11""",71,0.075455608,220,1/26/1990,8,Mississippi,NE
76,"Duvernay-Tardif, Laurent",OG,ACT,"6'5""",77,0.075446865,321,2/11/1991,6,McGill (Canada),KC
15,"Campbell, Parris",WR,ACT,"6'0""",72,0.075034236,208,7/16/1997,0,Ohio State,IND
77,"Pulley, Spencer",C,ACT,"6'4""",76,0.075023308,308,4/4/1993,4,Vanderbilt,NYG
28,"Dawkins, Dalyn",RB,ACT,"5'7""",67,0.074990753,183,12/26/1994,2,Colorado State,TEN
98,"Nichols, Bilal",DT,ACT,"6'4""",76,0.074278333,290,9/14/1996,2,Delaware,CHI
38,"Carrie, T.J.",DB,ACT,"6'0""",72,0.074153356,204,7/28/1990,6,Ohio U.,CLE
79,"Wesley, De'Ondre",OT,ACT,"6'6""",78,0.07409132,331,7/28/1992,3,Brigham Young,BUF
11,"Jones, Zay",WR,ACT,"6'2""",74,0.073733807,200,3/30/1995,3,East Carolina,BUF
94,"Smoot, Dawuane",DE,ACT,"6'3""",75,0.073071933,264,3/2/1995,3,Illinois,JAX
84,"Ford, Isaiah",WR,ACT,"6'2""",74,0.072982597,194,2/9/1996,2,Virginia Tech,MIA
55,"Irvin, Bruce",DE,ACT,"6'3""",75,0.072624763,258,11/1/1987,8,West Virginia,CAR
31,"Moreau, Fabian",CB,ACT,"6'0""",72,0.072506054,204,4/9/1994,3,UCLA,WAS
84,"Davis, Corey",WR,ACT,"6'3""",75,0.072276585,209,1/11/1995,3,Western Michigan,TEN
83,"James, Jesse",TE,ACT,"6'7""",79,0.071375793,261,6/4/1994,5,Penn State,DET
77,"Glenn, Cordy",OT,ACT,"6'6""",78,0.070890902,345,9/18/1989,8,Georgia,CIN
81,"Alie-Cox, Mo",TE,ACT,"6'5""",77,0.070880222,267,9/19/1993,2,Virginia Commonwealth,IND
97,"Clark, Kenny",NT,ACT,"6'3""",75,0.070707728,314,10/4/1995,4,UCLA,GB
2,"Benson, Trinity",WR,ACT,"6'0""",72,0.070675763,180,1/16/1997,0,East Central (OK),DEN
8,"Boyle, Tim",QB,ACT,"6'4""",76,0.070550359,232,10/3/1994,2,Eastern Kentucky,GB
97,"Triner, Zach",LS,ACT,"6'3""",75,0.070389371,245,1/30/1991,1,Assumption,TB
29,"Thomas, Earl",FS,ACT,"5'10""",70,0.070361359,220,5/7/1989,10,Texas,BAL
89,"Dickerson, Garrett",TE,ACT,"6'3""",75,0.06940513,248,12/30/1995,2,Northwestern,NYG
64,"Sweezy, J.R.",OG,ACT,"6'5""",77,0.069281761,310,4/8/1989,8,North Carolina State,ARI
,"Helm, Daniel",TE,ACT,"6'4""",76,0.068905117,251,4/20/1995,0,Duke,SF
92,"Betts, Matt",LB,ACT,"6'3""",75,0.068843048,250,3/22/1995,0,Laval (Canada),CHI
58,"Cutting, Austin",LS,ACT,"6'3""",75,0.068493846,245,10/27/1997,0,Air Force,MIN
38,"Heath, Jeff",SS,ACT,"6'1""",73,0.068062998,212,5/14/1991,7,Saginaw Valley State,DAL
33,"Cook, Dalvin",RB,ACT,"5'10""",70,0.067878506,210,8/10/1995,3,Florida State,MIN
94,"Lewis, Tyquan",DE,ACT,"6'3""",75,0.067738442,277,1/30/1995,2,Ohio State,IND
38,"Jordan, Mike",CB,ACT,"6'1""",73,0.067703283,200,10/21/1992,4,Missouri Western State,TEN
90,"Lewis-Moore, Kapron",DE,RES,"6'4""",76,0.067574653,315,1/24/1990,4,Notre Dame,SF
55,"Froholdt, Hjalte",OG,ACT,"6'5""",77,0.067316156,310,8/20/1996,0,Arkansas,NE
88,"Knox, Dawson",TE,ACT,"6'4""",76,0.066840434,254,11/14/1996,0,Mississippi,BUF
50,"Walker, Anthony",MLB,ACT,"6'1""",73,0.066739957,230,8/8/1995,3,Northwestern,IND
61,"Fuller, Kyle",C,ACT,"6'5""",77,0.065298864,320,3/4/1994,2,Baylor,MIA
23,"Thorpe, Neiko",DB,ACT,"6'2""",74,0.064989384,210,2/11/1990,7,Auburn,SEA
79,"Clemmings, T.J.",OT,ACT,"6'5""",77,0.064336327,309,11/18/1991,5,Pittsburgh,CHI
15,"Zylstra, Brandon",WR,ACT,"6'2""",74,0.06396362,215,3/25/1993,2,Concordia (Minn.),MIN
52,"Thompson, Corey",LB,ACT,"6'1""",73,0.06394029,222,12/23/1993,2,Louisiana State University - Shreveport,BUF
90,"Harris, Charles",DE,ACT,"6'3""",75,0.063719103,252,3/6/1995,3,Missouri,MIA
58,"Davis, Keionta",DE,ACT,"6'4""",76,0.063520658,280,3/1/1994,2,Tennessee-Chattanooga,NE
81,"Kendricks, Lance",TE,ACT,"6'3""",75,0.06290107,250,1/30/1988,9,Wisconsin,NE
46,"Johnson, Jaquan",DB,ACT,"5'10""",70,0.062616787,191,11/13/1995,0,Miami (Fla.),BUF
45,"Flannigan-Fowles, Demetrius",DB,ACT,"6'2""",74,0.062613035,210,9/4/1996,0,Arizona,SF
6,"Kanoff, Chad",QB,ACT,"6'4""",76,0.062452971,227,10/6/1994,1,Princeton,ARI
1,"Redfern, Kasey",P,ACT,"6'1""",73,0.062029865,220,9/26/1991,2,Wofford,DAL
88,"Green, Virgil",TE,ACT,"6'5""",77,0.061469945,255,8/3/1988,9,Nevada,LAC
75,"Peat, Andrus",OG,ACT,"6'7""",79,0.061352117,316,11/4/1993,5,Stanford,NO
24,"Vaccaro, Kenny",SS,ACT,"6'0""",72,0.061088002,214,2/15/1991,7,Texas,TEN
56,"Carter, Jermaine",LB,ACT,"6'1""",73,0.060577138,225,1/14/1995,2,Maryland,CAR
22,"Harris, De'Vante",CB,ACT,"5'11""",71,0.059598213,190,6/30/1994,4,Texas A&M,TB
62,"Hance, Blake",OT,ACT,"6'5""",77,0.059439401,310,1/11/1996,0,Northwestern,WAS
5,"Bridgewater, Teddy",QB,ACT,"6'2""",74,0.059342634,215,11/10/1992,6,Louisville,NO
13,"Bolden, Victor",WR,ACT,"5'8""",68,0.059057896,178,4/4/1995,3,Oregon State,BUF
14,"Modster, Sean",WR,ACT,"5'11""",71,0.058903419,183,11/13/1995,0,Boise State,BAL
33,"Edmunds, Trey",RB,ACT,"6'2""",74,0.058402215,223,12/30/1994,2,Maryland,PIT
10,"Hopkins, DeAndre",WR,ACT,"6'1""",73,0.05780166,212,6/6/1992,7,Clemson,HOU
49,"Moore, C.J.",DB,ACT,"5'11""",71,0.057593515,191,12/15/1995,0,Mississippi,DET
